Timestamp,MV101,LIT101,Normal/Attack
2015-12-29 00:01:25,1,802.0123,Normal
2015-12-29 00:01:26,1,801.3843,Normal
2015-12-29 00:01:27,1,800.9133,Normal
2015-12-29 00:01:28,1,799.7357,Normal
2015-12-29 00:01:29,1,799.1077,Normal
2015-12-29 00:01:30,1,798.6758,Normal
2015-12-29 00:01:31,1,797.9301,Normal
2015-12-29 00:01:32,1,797.3806,Normal
2015-12-29 00:01:33,1,796.674,Normal
2015-12-29 00:01:34,1,796.0067,Normal
2015-12-29 00:01:35,1,795.3787,Normal
2015-12-29 00:01:36,1,794.7899,Normal
2015-12-29 00:01:37,1,794.3581,Normal
2015-12-29 00:01:38,1,793.7693,Normal
2015-12-29 00:01:39,1,793.0627,Normal
2015-12-29 00:01:40,1,792.3562,Normal
2015-12-29 00:01:41,1,791.7674,Normal
2015-12-29 00:01:42,1,792.0422,Normal
2015-12-29 00:01:43,1,791.4534,Normal
2015-12-29 00:01:44,1,790.9038,Normal
2015-12-29 00:01:45,1,790.3936,Normal
2015-12-29 00:01:46,1,789.53,Normal
2015-12-29 00:01:47,1,789.2159,Normal
2015-12-29 00:01:48,1,788.7057,Normal
2015-12-29 00:01:49,1,788.0776,Normal
2015-12-29 00:01:50,1,788.0776,Normal
2015-12-29 00:01:51,1,787.3318,Normal
2015-12-29 00:01:52,1,786.743,Normal
2015-12-29 00:01:53,1,786.1935,Normal
2015-12-29 00:01:54,1,785.9579,Normal
2015-12-29 00:01:55,1,785.1729,Normal
2015-12-29 00:01:56,1,784.4271,Normal
2015-12-29 00:01:57,1,784.3486,Normal
2015-12-29 00:01:58,1,784.3486,Normal
2015-12-29 00:01:59,1,783.9561,Normal
2015-12-29 00:02:00,1,783.5635,Normal
2015-12-29 00:02:01,1,783.3281,Normal
2015-12-29 00:02:02,1,782.9355,Normal
2015-12-29 00:02:03,1,782.9748,Normal
2015-12-29 00:02:04,1,782.3467,Normal
2015-12-29 00:02:05,1,781.8364,Normal
2015-12-29 00:02:06,1,781.4047,Normal
2015-12-29 00:02:07,1,781.2869,Normal
2015-12-29 00:02:08,1,781.0514,Normal
2015-12-29 00:02:09,1,780.5803,Normal
2015-12-29 00:02:10,1,780.2663,Normal
2015-12-29 00:02:11,1,779.6776,Normal
2015-12-29 00:02:12,1,778.8532,Normal
2015-12-29 00:02:13,1,778.1074,Normal
2015-12-29 00:02:14,1,776.9691,Normal
2015-12-29 00:02:15,1,776.2626,Normal
2015-12-29 00:02:16,1,775.4775,Normal
2015-12-29 00:02:17,1,774.928,Normal
2015-12-29 00:02:18,1,774.1429,Normal
2015-12-29 00:02:19,1,773.3186,Normal
2015-12-29 00:02:20,1,772.8083,Normal
2015-12-29 00:02:21,1,772.4158,Normal
2015-12-29 00:02:22,1,772.141,Normal
2015-12-29 00:02:23,1,771.9448,Normal
2015-12-29 00:02:24,1,771.3952,Normal
2015-12-29 00:02:25,1,770.9634,Normal
2015-12-29 00:02:26,1,770.6887,Normal
2015-12-29 00:02:27,1,770.0999,Normal
2015-12-29 00:02:28,1,769.3933,Normal
2015-12-29 00:02:29,1,769.0793,Normal
2015-12-29 00:02:30,1,768.726,Normal
2015-12-29 00:02:31,1,768.3335,Normal
2015-12-29 00:02:32,1,767.6662,Normal
2015-12-29 00:02:33,1,767.0381,Normal
2015-12-29 00:02:34,1,767.0381,Normal
2015-12-29 00:02:35,1,767.0774,Normal
2015-12-29 00:02:36,1,766.2531,Normal
2015-12-29 00:02:37,1,765.9783,Normal
2015-12-29 00:02:38,1,765.6643,Normal
2015-12-29 00:02:39,1,765.1147,Normal
2015-12-29 00:02:40,1,764.369,Normal
2015-12-29 00:02:41,1,763.7409,Normal
2015-12-29 00:02:42,1,763.7017,Normal
2015-12-29 00:02:43,1,763.0344,Normal
2015-12-29 00:02:44,1,762.3278,Normal
2015-12-29 00:02:45,1,761.739,Normal
2015-12-29 00:02:46,1,761.739,Normal
2015-12-29 00:02:47,1,761.8175,Normal
2015-12-29 00:02:48,1,761.3857,Normal
2015-12-29 00:02:49,1,761.0717,Normal
2015-12-29 00:02:50,1,760.5615,Normal
2015-12-29 00:02:51,1,760.4829,Normal
2015-12-29 00:02:52,1,760.1689,Normal
2015-12-29 00:02:53,1,759.4623,Normal
2015-12-29 00:02:54,1,758.795,Normal
2015-12-29 00:02:55,1,758.6773,Normal
2015-12-29 00:02:56,1,758.2063,Normal
2015-12-29 00:02:57,1,757.4604,Normal
2015-12-29 00:02:58,1,756.9109,Normal
2015-12-29 00:02:59,1,756.8324,Normal
2015-12-29 00:03:00,1,756.2829,Normal
2015-12-29 00:03:01,1,755.5764,Normal
2015-12-29 00:03:02,1,755.1445,Normal
2015-12-29 00:03:03,1,754.5165,Normal
2015-12-29 00:03:04,1,754.2025,Normal
2015-12-29 00:03:05,1,753.3782,Normal
2015-12-29 00:03:06,1,752.6324,Normal
2015-12-29 00:03:07,1,751.9258,Normal
2015-12-29 00:03:08,1,751.4155,Normal
2015-12-29 00:03:09,1,751.023,Normal
2015-12-29 00:03:10,1,750.3557,Normal
2015-12-29 00:03:11,1,749.4136,Normal
2015-12-29 00:03:12,1,748.0005,Normal
2015-12-29 00:03:13,1,747.137,Normal
2015-12-29 00:03:14,1,746.0771,Normal
2015-12-29 00:03:15,1,744.8604,Normal
2015-12-29 00:03:16,1,744.1931,Normal
2015-12-29 00:03:17,1,744.1538,Normal
2015-12-29 00:03:18,1,743.6827,Normal
2015-12-29 00:03:19,1,743.0939,Normal
2015-12-29 00:03:20,1,742.7407,Normal
2015-12-29 00:03:21,1,742.5444,Normal
2015-12-29 00:03:22,1,742.4266,Normal
2015-12-29 00:03:23,1,742.3089,Normal
2015-12-29 00:03:24,1,741.9556,Normal
2015-12-29 00:03:25,1,741.7986,Normal
2015-12-29 00:03:26,1,741.4061,Normal
2015-12-29 00:03:27,1,741.092,Normal
2015-12-29 00:03:28,1,740.8173,Normal
2015-12-29 00:03:29,1,740.4248,Normal
2015-12-29 00:03:30,1,739.9145,Normal
2015-12-29 00:03:31,1,738.9332,Normal
2015-12-29 00:03:32,1,738.5014,Normal
2015-12-29 00:03:33,1,738.0303,Normal
2015-12-29 00:03:34,1,737.6771,Normal
2015-12-29 00:03:35,1,736.9313,Normal
2015-12-29 00:03:36,1,736.5388,Normal
2015-12-29 00:03:37,1,736.1462,Normal
2015-12-29 00:03:38,1,736.0677,Normal
2015-12-29 00:03:39,1,734.9686,Normal
2015-12-29 00:03:40,1,734.3798,Normal
2015-12-29 00:03:41,1,733.9088,Normal
2015-12-29 00:03:42,1,732.849,Normal
2015-12-29 00:03:43,1,732.6135,Normal
2015-12-29 00:03:44,1,731.9462,Normal
2015-12-29 00:03:45,1,731.6321,Normal
2015-12-29 00:03:46,1,731.6321,Normal
2015-12-29 00:03:47,1,731.4359,Normal
2015-12-29 00:03:48,1,730.7686,Normal
2015-12-29 00:03:49,1,730.1798,Normal
2015-12-29 00:03:50,1,729.4733,Normal
2015-12-29 00:03:51,1,728.6489,Normal
2015-12-29 00:03:52,1,728.0994,Normal
2015-12-29 00:03:53,1,727.1573,Normal
2015-12-29 00:03:54,1,726.647,Normal
2015-12-29 00:03:55,1,726.2545,Normal
2015-12-29 00:03:56,1,725.3517,Normal
2015-12-29 00:03:57,1,724.9984,Normal
2015-12-29 00:03:58,1,724.6844,Normal
2015-12-29 00:03:59,1,724.7629,Normal
2015-12-29 00:04:00,1,724.5667,Normal
2015-12-29 00:04:01,1,724.4097,Normal
2015-12-29 00:04:02,1,724.3704,Normal
2015-12-29 00:04:03,1,724.0956,Normal
2015-12-29 00:04:04,1,723.2321,Normal
2015-12-29 00:04:05,1,722.5255,Normal
2015-12-29 00:04:06,1,722.0153,Normal
2015-12-29 00:04:07,1,721.5442,Normal
2015-12-29 00:04:08,1,720.8376,Normal
2015-12-29 00:04:09,1,720.3666,Normal
2015-12-29 00:04:10,1,719.7778,Normal
2015-12-29 00:04:11,1,719.5815,Normal
2015-12-29 00:04:12,1,719.4246,Normal
2015-12-29 00:04:13,1,718.4432,Normal
2015-12-29 00:04:14,1,718.4825,Normal
2015-12-29 00:04:15,1,718.0115,Normal
2015-12-29 00:04:16,1,717.6189,Normal
2015-12-29 00:04:17,1,716.9124,Normal
2015-12-29 00:04:18,1,716.3629,Normal
2015-12-29 00:04:19,1,715.7348,Normal
2015-12-29 00:04:20,1,714.989,Normal
2015-12-29 00:04:21,1,714.4787,Normal
2015-12-29 00:04:22,1,713.8899,Normal
2015-12-29 00:04:23,1,713.2226,Normal
2015-12-29 00:04:24,1,712.9871,Normal
2015-12-29 00:04:25,1,712.4376,Normal
2015-12-29 00:04:26,1,711.8095,Normal
2015-12-29 00:04:27,1,711.1815,Normal
2015-12-29 00:04:28,1,710.5534,Normal
2015-12-29 00:04:29,1,710.2787,Normal
2015-12-29 00:04:30,1,709.8469,Normal
2015-12-29 00:04:31,1,709.6114,Normal
2015-12-29 00:04:32,1,709.3759,Normal
2015-12-29 00:04:33,1,709.0226,Normal
2015-12-29 00:04:34,1,708.473,Normal
2015-12-29 00:04:35,1,707.8057,Normal
2015-12-29 00:04:36,1,707.6487,Normal
2015-12-29 00:04:37,1,707.0992,Normal
2015-12-29 00:04:38,1,706.6282,Normal
2015-12-29 00:04:39,1,705.7646,Normal
2015-12-29 00:04:40,1,704.5477,Normal
2015-12-29 00:04:41,1,703.3309,Normal
2015-12-29 00:04:42,1,702.9384,Normal
2015-12-29 00:04:43,1,702.5851,Normal
2015-12-29 00:04:44,1,702.0356,Normal
2015-12-29 00:04:45,1,701.172,Normal
2015-12-29 00:04:46,1,700.5439,Normal
2015-12-29 00:04:47,1,700.3477,Normal
2015-12-29 00:04:48,1,700.6617,Normal
2015-12-29 00:04:49,1,700.9365,Normal
2015-12-29 00:04:50,1,700.5833,Normal
2015-12-29 00:04:51,1,700.5833,Normal
2015-12-29 00:04:52,1,699.8374,Normal
2015-12-29 00:04:53,1,699.7589,Normal
2015-12-29 00:04:54,1,699.0524,Normal
2015-12-29 00:04:55,1,698.4636,Normal
2015-12-29 00:04:56,1,697.6,Normal
2015-12-29 00:04:57,1,696.9327,Normal
2015-12-29 00:04:58,1,696.3439,Normal
2015-12-29 00:04:59,1,696.1476,Normal
2015-12-29 00:05:00,1,695.6766,Normal
2015-12-29 00:05:01,1,695.1663,Normal
2015-12-29 00:05:02,1,694.2635,Normal
2015-12-29 00:05:03,1,693.4,Normal
2015-12-29 00:05:04,1,692.9682,Normal
2015-12-29 00:05:05,1,691.7906,Normal
2015-12-29 00:05:06,1,691.0448,Normal
2015-12-29 00:05:07,1,690.142,Normal
2015-12-29 00:05:08,1,689.7495,Normal
2015-12-29 00:05:09,1,689.5532,Normal
2015-12-29 00:05:10,1,688.8467,Normal
2015-12-29 00:05:11,1,688.6111,Normal
2015-12-29 00:05:12,1,688.2579,Normal
2015-12-29 00:05:13,1,688.0223,Normal
2015-12-29 00:05:14,1,687.6298,Normal
2015-12-29 00:05:15,1,687.1981,Normal
2015-12-29 00:05:16,1,687.041,Normal
2015-12-29 00:05:17,1,686.6485,Normal
2015-12-29 00:05:18,1,686.6093,Normal
2015-12-29 00:05:19,1,686.6485,Normal
2015-12-29 00:05:20,1,686.413,Normal
2015-12-29 00:05:21,1,686.256,Normal
2015-12-29 00:05:22,1,685.9027,Normal
2015-12-29 00:05:23,1,685.5494,Normal
2015-12-29 00:05:24,1,685.0784,Normal
2015-12-29 00:05:25,1,684.3718,Normal
2015-12-29 00:05:26,1,683.5868,Normal
2015-12-29 00:05:27,1,682.5662,Normal
2015-12-29 00:05:28,1,681.8989,Normal
2015-12-29 00:05:29,1,681.3101,Normal
2015-12-29 00:05:30,1,680.4465,Normal
2015-12-29 00:05:31,1,679.9363,Normal
2015-12-29 00:05:32,1,679.9363,Normal
2015-12-29 00:05:33,1,679.8185,Normal
2015-12-29 00:05:34,1,679.426,Normal
2015-12-29 00:05:35,1,678.4446,Normal
2015-12-29 00:05:36,1,677.7381,Normal
2015-12-29 00:05:37,1,677.0708,Normal
2015-12-29 00:05:38,1,676.5605,Normal
2015-12-29 00:05:39,1,675.7362,Normal
2015-12-29 00:05:40,1,674.9512,Normal
2015-12-29 00:05:41,1,674.4016,Normal
2015-12-29 00:05:42,1,673.8129,Normal
2015-12-29 00:05:43,1,672.9493,Normal
2015-12-29 00:05:44,1,672.7923,Normal
2015-12-29 00:05:45,1,672.596,Normal
2015-12-29 00:05:46,1,671.9287,Normal
2015-12-29 00:05:47,1,671.9287,Normal
2015-12-29 00:05:48,1,672.2035,Normal
2015-12-29 00:05:49,1,671.9287,Normal
2015-12-29 00:05:50,1,671.6539,Normal
2015-12-29 00:05:51,1,671.4577,Normal
2015-12-29 00:05:52,1,671.3399,Normal
2015-12-29 00:05:53,1,671.4577,Normal
2015-12-29 00:05:54,1,671.4577,Normal
2015-12-29 00:05:55,1,671.1437,Normal
2015-12-29 00:05:56,1,670.2801,Normal
2015-12-29 00:05:57,1,669.8876,Normal
2015-12-29 00:05:58,1,669.181,Normal
2015-12-29 00:05:59,1,667.2576,Normal
2015-12-29 00:06:00,1,666.2371,Normal
2015-12-29 00:06:01,1,664.9417,Normal
2015-12-29 00:06:02,1,663.8819,Normal
2015-12-29 00:06:03,1,663.2146,Normal
2015-12-29 00:06:04,1,662.7828,Normal
2015-12-29 00:06:05,1,662.037,Normal
2015-12-29 00:06:06,1,661.6445,Normal
2015-12-29 00:06:07,1,661.252,Normal
2015-12-29 00:06:08,1,661.3304,Normal
2015-12-29 00:06:09,1,661.0164,Normal
2015-12-29 00:06:10,1,660.5454,Normal
2015-12-29 00:06:11,1,659.9958,Normal
2015-12-29 00:06:12,1,659.7996,Normal
2015-12-29 00:06:13,1,659.7996,Normal
2015-12-29 00:06:14,1,659.5641,Normal
2015-12-29 00:06:15,1,658.8183,Normal
2015-12-29 00:06:16,1,658.7006,Normal
2015-12-29 00:06:17,1,657.7192,Normal
2015-12-29 00:06:18,1,656.8557,Normal
2015-12-29 00:06:19,1,655.8351,Normal
2015-12-29 00:06:20,1,654.893,Normal
2015-12-29 00:06:21,1,654.108,Normal
2015-12-29 00:06:22,1,653.7939,Normal
2015-12-29 00:06:23,1,653.4799,Normal
2015-12-29 00:06:24,1,653.3622,Normal
2015-12-29 00:06:25,1,652.7341,Normal
2015-12-29 00:06:26,1,652.2238,Normal
2015-12-29 00:06:27,1,652.2238,Normal
2015-12-29 00:06:28,1,651.635,Normal
2015-12-29 00:06:29,1,651.2032,Normal
2015-12-29 00:06:30,1,650.85,Normal
2015-12-29 00:06:31,1,650.379,Normal
2015-12-29 00:06:32,1,649.4369,Normal
2015-12-29 00:06:33,1,649.0051,Normal
2015-12-29 00:06:34,1,648.1023,Normal
2015-12-29 00:06:35,1,647.4742,Normal
2015-12-29 00:06:36,1,647.0425,Normal
2015-12-29 00:06:37,1,646.2181,Normal
2015-12-29 00:06:38,1,645.6686,Normal
2015-12-29 00:06:39,1,645.1583,Normal
2015-12-29 00:06:40,1,645.0406,Normal
2015-12-29 00:06:41,1,645.1583,Normal
2015-12-29 00:06:42,1,645.0798,Normal
2015-12-29 00:06:43,1,645.1583,Normal
2015-12-29 00:06:44,1,645.0406,Normal
2015-12-29 00:06:45,1,644.8835,Normal
2015-12-29 00:06:46,1,644.7658,Normal
2015-12-29 00:06:47,1,645.1583,Normal
2015-12-29 00:06:48,1,644.5695,Normal
2015-12-29 00:06:49,1,643.706,Normal
2015-12-29 00:06:50,1,643.0779,Normal
2015-12-29 00:06:51,1,641.8218,Normal
2015-12-29 00:06:52,1,640.919,Normal
2015-12-29 00:06:53,1,639.977,Normal
2015-12-29 00:06:54,1,639.5452,Normal
2015-12-29 00:06:55,1,638.5638,Normal
2015-12-29 00:06:56,1,638.2891,Normal
2015-12-29 00:06:57,1,638.2498,Normal
2015-12-29 00:06:58,1,638.0143,Normal
2015-12-29 00:06:59,1,637.6611,Normal
2015-12-29 00:07:00,1,637.6611,Normal
2015-12-29 00:07:01,1,637.8181,Normal
2015-12-29 00:07:02,1,637.19,Normal
2015-12-29 00:07:03,1,636.719,Normal
2015-12-29 00:07:04,1,636.2087,Normal
2015-12-29 00:07:05,1,634.8741,Normal
2015-12-29 00:07:06,1,634.3638,Normal
2015-12-29 00:07:07,1,633.5788,Normal
2015-12-29 00:07:08,1,633.1077,Normal
2015-12-29 00:07:09,1,632.3619,Normal
2015-12-29 00:07:10,1,632.1264,Normal
2015-12-29 00:07:11,1,631.9694,Normal
2015-12-29 00:07:12,1,631.9694,Normal
2015-12-29 00:07:13,1,630.7526,Normal
2015-12-29 00:07:14,1,630.1245,Normal
2015-12-29 00:07:15,1,629.418,Normal
2015-12-29 00:07:16,1,629.2217,Normal
2015-12-29 00:07:17,1,628.2404,Normal
2015-12-29 00:07:18,1,627.5731,Normal
2015-12-29 00:07:19,1,626.9058,Normal
2015-12-29 00:07:20,1,626.1992,Normal
2015-12-29 00:07:21,1,625.9245,Normal
2015-12-29 00:07:22,1,625.4927,Normal
2015-12-29 00:07:23,1,625.6497,Normal
2015-12-29 00:07:24,1,625.7282,Normal
2015-12-29 00:07:25,1,625.4927,Normal
2015-12-29 00:07:26,1,625.218,Normal
2015-12-29 00:07:27,1,625.0609,Normal
2015-12-29 00:07:28,1,624.7076,Normal
2015-12-29 00:07:29,1,624.3151,Normal
2015-12-29 00:07:30,1,623.9226,Normal
2015-12-29 00:07:31,1,623.6478,Normal
2015-12-29 00:07:32,1,622.8628,Normal
2015-12-29 00:07:33,1,622.745,Normal
2015-12-29 00:07:34,1,622.1562,Normal
2015-12-29 00:07:35,1,620.9001,Normal
2015-12-29 00:07:36,1,619.801,Normal
2015-12-29 00:07:37,1,619.016,Normal
2015-12-29 00:07:38,1,618.3487,Normal
2015-12-29 00:07:39,1,617.7991,Normal
2015-12-29 00:07:40,1,617.0141,Normal
2015-12-29 00:07:41,1,616.6216,Normal
2015-12-29 00:07:42,1,616.4645,Normal
2015-12-29 00:07:43,1,615.9543,Normal
2015-12-29 00:07:44,1,614.9337,Normal
2015-12-29 00:07:45,1,614.9337,Normal
2015-12-29 00:07:46,1,614.973,Normal
2015-12-29 00:07:47,1,614.3449,Normal
2015-12-29 00:07:48,1,613.9916,Normal
2015-12-29 00:07:49,1,613.2851,Normal
2015-12-29 00:07:50,1,613.1281,Normal
2015-12-29 00:07:51,1,612.8926,Normal
2015-12-29 00:07:52,1,612.5001,Normal
2015-12-29 00:07:53,1,611.3224,Normal
2015-12-29 00:07:54,1,610.6552,Normal
2015-12-29 00:07:55,1,610.2626,Normal
2015-12-29 00:07:56,1,609.2813,Normal
2015-12-29 00:07:57,1,608.8495,Normal
2015-12-29 00:07:58,1,608.8103,Normal
2015-12-29 00:07:59,1,608.771,Normal
2015-12-29 00:08:00,1,608.614,Normal
2015-12-29 00:08:01,1,608.6533,Normal
2015-12-29 00:08:02,1,608.8495,Normal
2015-12-29 00:08:03,1,608.614,Normal
2015-12-29 00:08:04,1,608.3,Normal
2015-12-29 00:08:05,1,607.7897,Normal
2015-12-29 00:08:06,1,607.3187,Normal
2015-12-29 00:08:07,1,606.4944,Normal
2015-12-29 00:08:08,1,605.5523,Normal
2015-12-29 00:08:09,1,605.356,Normal
2015-12-29 00:08:10,1,604.2962,Normal
2015-12-29 00:08:11,1,602.8831,Normal
2015-12-29 00:08:12,1,602.3336,Normal
2015-12-29 00:08:13,1,601.3915,Normal
2015-12-29 00:08:14,1,600.4102,Normal
2015-12-29 00:08:15,1,599.7822,Normal
2015-12-29 00:08:16,1,599.1934,Normal
2015-12-29 00:08:17,1,598.4083,Normal
2015-12-29 00:08:18,1,597.8195,Normal
2015-12-29 00:08:19,1,597.8195,Normal
2015-12-29 00:08:20,1,596.8774,Normal
2015-12-29 00:08:21,1,597.1915,Normal
2015-12-29 00:08:22,1,596.799,Normal
2015-12-29 00:08:23,1,596.2886,Normal
2015-12-29 00:08:24,1,596.2494,Normal
2015-12-29 00:08:25,1,595.8569,Normal
2015-12-29 00:08:26,1,595.4644,Normal
2015-12-29 00:08:27,1,594.8363,Normal
2015-12-29 00:08:28,1,594.483,Normal
2015-12-29 00:08:29,1,594.0905,Normal
2015-12-29 00:08:30,1,593.8942,Normal
2015-12-29 00:08:31,1,593.855,Normal
2015-12-29 00:08:32,1,593.6587,Normal
2015-12-29 00:08:33,1,593.384,Normal
2015-12-29 00:08:34,1,592.8737,Normal
2015-12-29 00:08:35,1,592.3241,Normal
2015-12-29 00:08:36,1,591.6176,Normal
2015-12-29 00:08:37,1,590.9895,Normal
2015-12-29 00:08:38,1,590.44,Normal
2015-12-29 00:08:39,1,589.8512,Normal
2015-12-29 00:08:40,1,589.6157,Normal
2015-12-29 00:08:41,1,589.4587,Normal
2015-12-29 00:08:42,1,588.8699,Normal
2015-12-29 00:08:43,1,588.3596,Normal
2015-12-29 00:08:44,1,587.967,Normal
2015-12-29 00:08:45,1,587.182,Normal
2015-12-29 00:08:46,1,586.868,Normal
2015-12-29 00:08:47,1,586.397,Normal
2015-12-29 00:08:48,1,586.1222,Normal
2015-12-29 00:08:49,1,585.0231,Normal
2015-12-29 00:08:50,1,584.0811,Normal
2015-12-29 00:08:51,1,583.139,Normal
2015-12-29 00:08:52,1,582.3539,Normal
2015-12-29 00:08:53,1,581.8044,Normal
2015-12-29 00:08:54,1,581.4904,Normal
2015-12-29 00:08:55,1,580.9408,Normal
2015-12-29 00:08:56,1,580.195,Normal
2015-12-29 00:08:57,1,579.724,Normal
2015-12-29 00:08:58,1,578.9782,Normal
2015-12-29 00:08:59,1,578.6249,Normal
2015-12-29 00:09:00,1,578.0361,Normal
2015-12-29 00:09:01,1,577.6043,Normal
2015-12-29 00:09:02,1,576.6623,Normal
2015-12-29 00:09:03,1,576.309,Normal
2015-12-29 00:09:04,1,576.1127,Normal
2015-12-29 00:09:05,1,575.681,Normal
2015-12-29 00:09:06,1,575.5239,Normal
2015-12-29 00:09:07,1,574.9351,Normal
2015-12-29 00:09:08,1,574.7389,Normal
2015-12-29 00:09:09,1,574.2678,Normal
2015-12-29 00:09:10,1,574.0716,Normal
2015-12-29 00:09:11,1,573.7183,Normal
2015-12-29 00:09:12,1,573.1688,Normal
2015-12-29 00:09:13,1,573.0903,Normal
2015-12-29 00:09:14,1,572.58,Normal
2015-12-29 00:09:15,1,572.1482,Normal
2015-12-29 00:09:16,1,571.9127,Normal
2015-12-29 00:09:17,1,571.3239,Normal
2015-12-29 00:09:18,1,570.9706,Normal
2015-12-29 00:09:19,1,570.7351,Normal
2015-12-29 00:09:20,1,570.5388,Normal
2015-12-29 00:09:21,1,570.1855,Normal
2015-12-29 00:09:22,1,569.8323,Normal
2015-12-29 00:09:23,1,569.2042,Normal
2015-12-29 00:09:24,1,568.851,Normal
2015-12-29 00:09:25,1,568.2622,Normal
2015-12-29 00:09:26,1,568.0659,Normal
2015-12-29 00:09:27,1,567.5556,Normal
2015-12-29 00:09:28,1,567.2023,Normal
2015-12-29 00:09:29,1,566.6921,Normal
2015-12-29 00:09:30,1,566.1818,Normal
2015-12-29 00:09:31,1,565.7108,Normal
2015-12-29 00:09:32,1,565.436,Normal
2015-12-29 00:09:33,1,564.6902,Normal
2015-12-29 00:09:34,1,563.9052,Normal
2015-12-29 00:09:35,1,563.9052,Normal
2015-12-29 00:09:36,1,563.0808,Normal
2015-12-29 00:09:37,1,562.649,Normal
2015-12-29 00:09:38,1,561.7855,Normal
2015-12-29 00:09:39,1,561.5499,Normal
2015-12-29 00:09:40,1,560.8826,Normal
2015-12-29 00:09:41,1,559.9799,Normal
2015-12-29 00:09:42,1,559.3126,Normal
2015-12-29 00:09:43,1,558.5668,Normal
